delivery_id,supplier_id,component_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,delivery_status,month,is_late,late_days,is_partial,delay_bucket,supplier_name,country,category
D0007888,S012,C0193,2025-02-25,2025-03-17,2025-03-17,26160,26160,On-Time,2025-03,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Carrier Tapes/Trays
D0001676,S019,C0042,2025-02-25,2025-03-28,2025-03-28,2853,2853,On-Time,2025-03,0,0.0,0,On-time,Applied Materials Korea,Singapore,Organic Substrates
D0006996,S016,C0163,2025-02-25,2025-03-25,2025-03-26,40516,40516,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Solder Balls/Spheres
D0007825,S010,C0190,2025-02-26,2025-04-30,2025-04-30,215,190,Partial,2025-04,0,0.0,1,Partial fulfillment,Shenzhen Bonding Supplies,Germany,Test Sockets
D0002811,S003,C0063,2025-02-26,2025-03-29,2025-03-30,23647,23647,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Leadframes
D0002486,S004,C0057,2025-02-26,2025-04-08,2025-04-08,18866,18866,On-Time,2025-04,0,0.0,0,On-time,Korea Probe Solutions,Korea,Leadframes
D0003193,S012,C0070,2025-02-26,2025-04-12,2025-04-12,9155,9155,On-Time,2025-04,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Bonding Wire (Au/Cu)
D0003436,S002,C0075,2025-02-26,2025-03-29,2025-03-29,3169,3169,On-Time,2025-03,0,0.0,0,On-time,Formotech Packaging,Malaysia,Bonding Wire (Au/Cu)
D0009503,S008,C0235,2025-02-26,2025-04-09,2025-04-09,303,303,On-Time,2025-04,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Nozzles/Capillaries
D0007502,S008,C0172,2025-02-26,2025-03-31,2025-03-31,14920,14920,On-Time,2025-03,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Solder Balls/Spheres
D0002931,S009,C0065,2025-02-26,2025-04-09,2025-04-09,41946,41946,On-Time,2025-04,0,0.0,0,On-time,United Semiconductor Parts,United States,Leadframes
D0005459,S001,C0126,2025-02-26,2025-04-15,2025-04-15,6428,6428,On-Time,2025-04,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Die Attach Film/Paste
D0009243,S011,C0226,2025-02-26,2025-04-26,2025-04-26,152,152,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Nozzles/Capillaries
D0003683,S005,C0080,2025-02-26,2025-04-10,2025-04-11,9286,9286,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Bonding Wire (Au/Cu)
D0005394,S016,C0124,2025-02-26,2025-04-13,2025-04-13,3455,3455,On-Time,2025-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Die Attach Film/Paste
D0004619,S016,C0102,2025-02-26,2025-04-01,2025-04-02,2407,2407,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Mold Compound
D0003885,S010,C0084,2025-02-26,2025-04-17,2025-04-17,11513,11513,On-Time,2025-04,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Bonding Wire (Au/Cu)
D0005753,S005,C0135,2025-02-26,2025-04-15,2025-04-16,987,987,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Underfill/Epoxy
D0008199,S014,C0200,2025-02-26,2025-03-17,2025-03-18,14664,14664,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Carrier Tapes/Trays
D0000934,S010,C0027,2025-02-26,2025-04-21,2025-04-21,7158,7158,On-Time,2025-04,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Organic Substrates
D0004203,S003,C0091,2025-02-26,2025-03-22,2025-03-23,9503,9503,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Bonding Wire (Au/Cu)
D0006296,S004,C0150,2025-02-26,2025-04-13,2025-04-14,14419,14419,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Korea Probe Solutions,Korea,Solder Balls/Spheres
D0002991,S011,C0066,2025-02-27,2025-04-04,2025-04-04,18937,18937,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Leadframes
D0008963,S006,C0218,2025-02-27,2025-03-13,2025-03-13,13844,13844,On-Time,2025-03,0,0.0,0,On-time,Tokyo Wafertech,Korea,Carrier Tapes/Trays
D0000134,S008,C0007,2025-02-27,2025-04-05,2025-04-05,40,40,On-Time,2025-04,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Silicon Wafers
D0006402,S019,C0152,2025-02-27,2025-03-23,2025-03-23,17188,17188,On-Time,2025-03,0,0.0,0,On-time,Applied Materials Korea,Singapore,Solder Balls/Spheres
D0007612,S019,C0174,2025-02-27,2025-04-12,2025-04-12,16785,16785,On-Time,2025-04,0,0.0,0,On-time,Applied Materials Korea,Singapore,Solder Balls/Spheres
D0001786,S008,C0044,2025-02-27,2025-04-01,2025-04-02,17728,17728,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Leadframes
D0007384,S009,C0170,2025-02-27,2025-03-18,2025-03-19,9519,9519,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Solder Balls/Spheres
D0005786,S008,C0136,2025-02-27,2025-04-15,2025-04-16,2026,2026,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Underfill/Epoxy
D0007156,S001,C0166,2025-02-27,2025-03-31,2025-04-01,43745,43745,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Solder Balls/Spheres
D0006941,S009,C0162,2025-02-27,2025-04-01,2025-04-01,19428,19428,On-Time,2025-04,0,0.0,0,On-time,United Semiconductor Parts,United States,Solder Balls/Spheres
D0004848,S011,C0108,2025-02-27,2025-04-09,2025-04-09,2039,2039,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Mold Compound
D0006344,S010,C0151,2025-02-27,2025-04-05,2025-04-05,37602,37602,On-Time,2025-04,0,0.0,0,On-time,Shenzhen Bonding Supplies,Germany,Solder Balls/Spheres
D0002646,S005,C0060,2025-02-27,2025-03-21,2025-03-22,8278,8278,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Leadframes
D0001948,S003,C0047,2025-02-27,2025-04-04,2025-04-05,2863,2863,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Leadframes
D0006256,S016,C0149,2025-02-27,2025-04-04,2025-04-04,4391,4391,On-Time,2025-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Underfill/Epoxy
D0009212,S013,C0225,2025-02-27,2025-03-29,2025-03-30,313,276,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Hanwa Leadframes,Malaysia,Nozzles/Capillaries
D0000785,S013,C0024,2025-02-27,2025-04-03,2025-04-03,6536,6536,On-Time,2025-04,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Organic Substrates
D0008394,S003,C0205,2025-02-27,2025-03-30,2025-04-03,31930,31930,Delayed,2025-03,1,4.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Carrier Tapes/Trays
D0004811,S019,C0107,2025-02-27,2025-03-30,2025-03-30,2100,2100,On-Time,2025-03,0,0.0,0,On-time,Applied Materials Korea,Singapore,Mold Compound
D0007837,S019,C0191,2025-02-27,2025-04-11,2025-04-11,101,101,On-Time,2025-04,0,0.0,0,On-time,Applied Materials Korea,Singapore,Test Sockets
D0000539,S011,C0019,2025-02-27,2025-04-16,2025-04-16,4403,4403,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Organic Substrates
D0001994,S001,C0048,2025-02-27,2025-04-25,2025-04-26,14299,14299,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Leadframes
D0000052,S017,C0003,2025-02-27,2025-05-24,2025-05-24,62,62,On-Time,2025-05,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Silicon Wafers
D0000015,S012,C0001,2025-02-27,2025-05-19,2025-05-19,89,89,On-Time,2025-05,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Silicon Wafers
D0000880,S012,C0026,2025-02-27,2025-04-24,2025-04-24,7062,7062,On-Time,2025-04,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Organic Substrates
D0005424,S006,C0125,2025-02-27,2025-04-07,2025-04-07,2256,2256,On-Time,2025-04,0,0.0,0,On-time,Tokyo Wafertech,Korea,Die Attach Film/Paste
D0001841,S013,C0045,2025-02-27,2025-03-30,2025-03-30,13036,13036,On-Time,2025-03,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Leadframes
D0003389,S005,C0074,2025-02-28,2025-04-16,2025-04-16,13353,13353,On-Time,2025-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Bonding Wire (Au/Cu)
D0001570,S011,C0040,2025-02-28,2025-04-22,2025-04-23,3018,3018,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Organic Substrates
D0006150,S003,C0146,2025-02-28,2025-04-24,2025-04-25,2265,2265,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Underfill/Epoxy
D0004242,S005,C0092,2025-02-28,2025-04-09,2025-04-09,2434,2434,On-Time,2025-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Mold Compound
D0007809,S019,C0189,2025-02-28,2025-04-19,2025-04-19,68,68,On-Time,2025-04,0,0.0,0,On-time,Applied Materials Korea,Singapore,Test Sockets
D0006826,S005,C0160,2025-02-28,2025-04-10,2025-04-11,19029,19029,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Solder Balls/Spheres
D0002702,S001,C0061,2025-02-28,2025-04-14,2025-04-14,18140,18140,On-Time,2025-04,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Leadframes
D0008531,S018,C0208,2025-02-28,2025-03-17,2025-03-17,12913,12913,On-Time,2025-03,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Carrier Tapes/Trays
D0003485,S011,C0076,2025-02-28,2025-04-15,2025-04-15,7706,7706,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0006514,S002,C0154,2025-02-28,2025-04-21,2025-04-21,11838,11838,On-Time,2025-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Solder Balls/Spheres
D0003539,S016,C0077,2025-02-28,2025-04-02,2025-04-03,11560,11560,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Bonding Wire (Au/Cu)
D0007331,S011,C0169,2025-02-28,2025-03-25,2025-03-25,35101,35101,On-Time,2025-03,0,0.0,0,On-time,Ase Materials Division,Japan,Solder Balls/Spheres
D0007103,S014,C0165,2025-02-28,2025-04-13,2025-04-14,23284,23284,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Solder Balls/Spheres
D0005719,S003,C0134,2025-02-28,2025-04-20,2025-04-21,1981,1684,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Underfill/Epoxy
D0006614,S013,C0156,2025-02-28,2025-03-22,2025-03-23,10944,10944,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Hanwa Leadframes,Malaysia,Solder Balls/Spheres
D0006463,S005,C0153,2025-03-03,2025-04-03,2025-04-03,23469,23469,On-Time,2025-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Solder Balls/Spheres
D0007613,S016,C0174,2025-03-03,2025-04-12,2025-04-13,11068,11068,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Solder Balls/Spheres
D0006997,S011,C0163,2025-03-03,2025-03-29,2025-03-29,16879,16879,On-Time,2025-03,0,0.0,0,On-time,Ase Materials Division,Japan,Solder Balls/Spheres
D0006122,S009,C0145,2025-03-03,2025-04-29,2025-04-30,1866,1866,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Underfill/Epoxy
D0007793,S017,C0188,2025-03-03,2025-05-22,2025-05-22,96,96,On-Time,2025-05,0,0.0,0,On-time,Infineon Packaging Materials,Germany,Test Sockets
D0003338,S001,C0073,2025-03-03,2025-04-05,2025-04-06,5400,5400,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Bonding Wire (Au/Cu)
D0007385,S012,C0170,2025-03-03,2025-03-26,2025-03-26,14499,14499,On-Time,2025-03,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Solder Balls/Spheres
D0002211,S002,C0052,2025-03-03,2025-04-03,2025-04-04,11335,8501,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Formotech Packaging,Malaysia,Leadframes
D0008485,S013,C0207,2025-03-03,2025-03-23,2025-03-23,13360,10977,Partial,2025-03,0,0.0,1,Partial fulfillment,Hanwa Leadframes,Malaysia,Carrier Tapes/Trays
D0008277,S004,C0202,2025-03-03,2025-04-01,2025-04-01,21091,21091,On-Time,2025-04,0,0.0,0,On-time,Korea Probe Solutions,Korea,Carrier Tapes/Trays
D0008571,S019,C0209,2025-03-03,2025-03-22,2025-03-22,17439,17439,On-Time,2025-03,0,0.0,0,On-time,Applied Materials Korea,Singapore,Carrier Tapes/Trays
D0003735,S008,C0081,2025-03-03,2025-04-04,2025-04-05,5834,5453,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Bonding Wire (Au/Cu)
D0003390,S006,C0074,2025-03-04,2025-04-16,2025-04-16,7076,7076,On-Time,2025-04,0,0.0,0,On-time,Tokyo Wafertech,Korea,Bonding Wire (Au/Cu)
D0005127,S004,C0116,2025-03-04,2025-04-10,2025-04-10,899,899,On-Time,2025-04,0,0.0,0,On-time,Korea Probe Solutions,Korea,Die Attach Film/Paste
D0004885,S019,C0109,2025-03-04,2025-05-03,2025-05-03,2419,2419,On-Time,2025-05,0,0.0,0,On-time,Applied Materials Korea,Singapore,Mold Compound
D0008964,S006,C0218,2025-03-04,2025-03-20,2025-03-21,22405,22405,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Tokyo Wafertech,Korea,Carrier Tapes/Trays
D0006827,S019,C0160,2025-03-04,2025-04-17,2025-04-17,32136,32136,On-Time,2025-04,0,0.0,0,On-time,Applied Materials Korea,Singapore,Solder Balls/Spheres
D0000382,S004,C0016,2025-03-04,2025-04-08,2025-04-08,7831,7831,On-Time,2025-04,0,0.0,0,On-time,Korea Probe Solutions,Korea,Organic Substrates
D0005159,S010,C0117,2025-03-04,2025-04-27,2025-04-28,4415,4415,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Shenzhen Bonding Supplies,Germany,Die Attach Film/Paste
D0009353,S011,C0230,2025-03-04,2025-04-06,2025-04-06,705,705,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Nozzles/Capillaries
D0004353,S016,C0095,2025-03-04,2025-04-05,2025-04-05,3174,3174,On-Time,2025-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Mold Compound
D0008155,S019,C0199,2025-03-04,2025-03-26,2025-03-27,16316,16316,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Applied Materials Korea,Singapore,Carrier Tapes/Trays
D0002263,S006,C0053,2025-03-04,2025-03-24,2025-03-24,27723,27723,On-Time,2025-03,0,0.0,0,On-time,Tokyo Wafertech,Korea,Leadframes
D0008110,S001,C0198,2025-03-04,2025-03-25,2025-03-27,10909,10909,Delayed,2025-03,1,2.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Carrier Tapes/Trays
D0002545,S014,C0058,2025-03-04,2025-04-04,2025-04-06,4224,4224,Delayed,2025-04,1,2.0,0,Moderate delay (1–13d),Hitachi Bonding Wires,Germany,Leadframes
D0005356,S009,C0123,2025-03-04,2025-04-04,2025-04-04,2169,2169,On-Time,2025-04,0,0.0,0,On-time,United Semiconductor Parts,United States,Die Attach Film/Paste
D0007932,S012,C0194,2025-03-04,2025-04-01,2025-04-02,20838,20838,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Carrier Tapes/Trays
D0004243,S009,C0092,2025-03-04,2025-04-17,2025-04-17,1850,1850,On-Time,2025-04,0,0.0,0,On-time,United Semiconductor Parts,United States,Mold Compound
D0001122,S011,C0031,2025-03-04,2025-04-18,2025-04-18,3755,3755,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Organic Substrates
D0004432,S017,C0097,2025-03-04,2025-04-15,,3856,3856,Unknown,2025-04,0,,0,Undelivered (open),Infineon Packaging Materials,Germany,Mold Compound
D0004849,S016,C0108,2025-03-04,2025-04-15,2025-04-16,2391,2391,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Mold Compound
D0003240,S008,C0071,2025-03-04,2025-04-08,2025-04-09,16219,16219,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Bonding Wire (Au/Cu)
D0000272,S003,C0014,2025-03-05,2025-04-09,2025-04-11,10562,10562,Delayed,2025-04,1,2.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Organic Substrates
D0001171,S002,C0032,2025-03-05,2025-04-03,2025-04-03,1776,1776,On-Time,2025-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Organic Substrates
D0009078,S018,C0221,2025-03-05,2025-03-23,2025-03-23,13468,13468,On-Time,2025-03,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Carrier Tapes/Trays
D0008395,S003,C0205,2025-03-05,2025-04-04,2025-04-05,8120,8120,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Carrier Tapes/Trays
D0006942,S001,C0162,2025-03-05,2025-04-09,2025-04-11,13461,13461,Delayed,2025-04,1,2.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Solder Balls/Spheres
D0003540,S001,C0077,2025-03-05,2025-04-08,2025-04-09,6698,6698,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Nippon Substrate Co.,Japan,Bonding Wire (Au/Cu)
D0005092,S005,C0115,2025-03-05,2025-05-05,2025-05-06,2500,2500,Delayed,2025-05,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Die Attach Film/Paste
D0004390,S009,C0096,2025-03-05,2025-04-14,2025-04-15,3966,3966,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Mold Compound
D0008616,S005,C0210,2025-03-05,2025-04-01,2025-04-02,19052,19052,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Carrier Tapes/Trays
D0006220,S016,C0148,2025-03-05,2025-04-05,2025-04-05,1594,1594,On-Time,2025-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Underfill/Epoxy
D0001787,S006,C0044,2025-03-05,2025-04-07,2025-04-08,11447,11447,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Tokyo Wafertech,Korea,Leadframes
D0007556,S011,C0173,2025-03-05,2025-04-06,2025-04-06,22777,22777,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Solder Balls/Spheres
D0005827,S001,C0137,2025-03-05,2025-05-04,2025-05-04,1011,1011,On-Time,2025-05,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Underfill/Epoxy
D0005425,S013,C0125,2025-03-05,2025-04-12,2025-04-13,5310,5310,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Hanwa Leadframes,Malaysia,Die Attach Film/Paste
D0004954,S004,C0111,2025-03-05,2025-04-13,2025-04-13,4152,4152,On-Time,2025-04,0,0.0,0,On-time,Korea Probe Solutions,Korea,Mold Compound
D0002875,S008,C0064,2025-03-05,2025-04-06,2025-04-06,17694,17694,On-Time,2025-04,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Leadframes
D0000834,S009,C0025,2025-03-05,2025-04-16,2025-04-17,4288,4288,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Organic Substrates
D0000481,S016,C0018,2025-03-05,2025-04-08,2025-04-08,3936,3936,On-Time,2025-04,0,0.0,0,On-time,Amkor Assembly Supplies,China,Organic Substrates
D0000935,S002,C0027,2025-03-05,2025-04-25,2025-04-26,8608,6456,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Formotech Packaging,Malaysia,Organic Substrates
D0007838,S019,C0191,2025-03-05,2025-04-15,2025-04-15,81,81,On-Time,2025-04,0,0.0,0,On-time,Applied Materials Korea,Singapore,Test Sockets
D0008073,S016,C0197,2025-03-05,2025-03-31,2025-04-02,18095,18095,Delayed,2025-03,1,2.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Carrier Tapes/Trays
D0004542,S005,C0100,2025-03-06,2025-04-19,2025-04-19,5428,5428,On-Time,2025-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Mold Compound
D0000434,S011,C0017,2025-03-06,2025-04-05,2025-04-05,2642,2642,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Organic Substrates
D0002932,S012,C0065,2025-03-06,2025-04-16,2025-04-17,16977,16977,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Leadframes
D0004062,S009,C0088,2025-03-06,2025-03-23,2025-03-24,20211,20211,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Bonding Wire (Au/Cu)
D0000197,S005,C0011,2025-03-06,2025-04-12,2025-04-12,38,38,On-Time,2025-04,0,0.0,0,On-time,Silicon Precision Works,Singapore,Silicon Wafers
D0009244,S016,C0226,2025-03-06,2025-05-06,2025-05-07,353,353,Delayed,2025-05,1,1.0,0,Moderate delay (1–13d),Amkor Assembly Supplies,China,Nozzles/Capillaries
D0006081,S013,C0144,2025-03-06,2025-04-21,2025-04-21,2906,2906,On-Time,2025-04,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Underfill/Epoxy
D0000583,S013,C0020,2025-03-06,2025-04-27,2025-04-27,2383,2383,On-Time,2025-04,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Organic Substrates
D0003194,S008,C0070,2025-03-06,2025-04-15,2025-04-17,11202,11202,Delayed,2025-04,1,2.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Bonding Wire (Au/Cu)
D0003293,S003,C0072,2025-03-06,2025-04-21,2025-04-22,4875,4875,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Bonding Wire (Au/Cu)
D0007332,S019,C0169,2025-03-06,2025-04-03,2025-04-03,31408,31408,On-Time,2025-04,0,0.0,0,On-time,Applied Materials Korea,Singapore,Solder Balls/Spheres
D0009587,S008,C0238,2025-03-06,2025-04-19,2025-04-20,413,413,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Micron Substrates Eu,Singapore,Nozzles/Capillaries
D0004110,S011,C0089,2025-03-06,2025-04-09,2025-04-10,6933,6933,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Ase Materials Division,Japan,Bonding Wire (Au/Cu)
D0009213,S009,C0225,2025-03-06,2025-04-02,2025-04-03,520,441,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),United Semiconductor Parts,United States,Nozzles/Capillaries
D0008532,S018,C0208,2025-03-06,2025-03-25,2025-03-25,15198,15198,On-Time,2025-03,0,0.0,0,On-time,St Micro Parts Asia,Malaysia,Carrier Tapes/Trays
D0000691,S020,C0022,2025-03-06,2025-04-08,2025-04-08,4536,4536,On-Time,2025-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Organic Substrates
D0003832,S020,C0083,2025-03-06,2025-04-12,2025-04-12,2550,2550,On-Time,2025-04,0,0.0,0,On-time,Nanotech Packaging Taiwan,Malaysia,Bonding Wire (Au/Cu)
D0007778,S012,C0187,2025-03-06,2025-04-24,2025-04-24,70,70,On-Time,2025-04,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Test Sockets
D0008026,S011,C0196,2025-03-06,2025-04-05,2025-04-05,7327,7327,On-Time,2025-04,0,0.0,0,On-time,Ase Materials Division,Japan,Carrier Tapes/Trays
D0002812,S014,C0063,2025-03-06,2025-04-04,2025-04-04,8694,8694,On-Time,2025-04,0,0.0,0,On-time,Hitachi Bonding Wires,Germany,Leadframes
D0000786,S004,C0024,2025-03-06,2025-04-09,2025-04-09,5012,5012,On-Time,2025-04,0,0.0,0,On-time,Korea Probe Solutions,Korea,Organic Substrates
D0004502,S019,C0099,2025-03-06,2025-05-12,2025-05-12,1016,1016,On-Time,2025-05,0,0.0,0,On-time,Applied Materials Korea,Singapore,Mold Compound
D0009644,S009,C0240,2025-03-07,2025-05-04,,160,160,Unknown,2025-05,0,,0,Undelivered (open),United Semiconductor Parts,United States,Nozzles/Capillaries
D0006051,S003,C0143,2025-03-07,2025-05-11,2025-05-12,1272,1272,Delayed,2025-05,1,1.0,0,Moderate delay (1–13d),Taiwan Advanced Materials,United States,Underfill/Epoxy
D0008654,S013,C0211,2025-03-07,2025-04-01,2025-04-01,20342,20342,On-Time,2025-04,0,0.0,0,On-time,Hanwa Leadframes,Malaysia,Carrier Tapes/Trays
D0006182,S012,C0147,2025-03-07,2025-06-01,2025-06-01,2406,2406,On-Time,2025-06,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Underfill/Epoxy
D0006151,S003,C0146,2025-03-07,2025-05-03,2025-05-03,2727,2562,Partial,2025-05,0,0.0,1,Partial fulfillment,Taiwan Advanced Materials,United States,Underfill/Epoxy
D0002382,S019,C0055,2025-03-07,2025-04-12,2025-04-12,34499,34499,On-Time,2025-04,0,0.0,0,On-time,Applied Materials Korea,Singapore,Leadframes
D0001362,S005,C0036,2025-03-07,2025-04-12,2025-04-12,9501,7779,Partial,2025-04,0,0.0,1,Partial fulfillment,Silicon Precision Works,Singapore,Organic Substrates
D0003886,S002,C0084,2025-03-07,2025-04-25,2025-04-25,7082,7082,On-Time,2025-04,0,0.0,0,On-time,Formotech Packaging,Malaysia,Bonding Wire (Au/Cu)
D0006012,S012,C0142,2025-03-07,2025-05-01,2025-05-01,1574,1574,On-Time,2025-05,0,0.0,0,On-time,Spil Components Ltd.,Singapore,Underfill/Epoxy
D0002762,S012,C0062,2025-03-07,2025-03-31,2025-04-01,6961,6961,Delayed,2025-03,1,1.0,0,Moderate delay (1–13d),Spil Components Ltd.,Singapore,Leadframes
D0000977,S005,C0028,2025-03-07,2025-05-02,2025-05-02,5114,4076,Partial,2025-05,0,0.0,1,Partial fulfillment,Silicon Precision Works,Singapore,Organic Substrates
D0000881,S005,C0026,2025-03-07,2025-04-30,2025-05-01,5422,5422,Delayed,2025-04,1,1.0,0,Moderate delay (1–13d),Silicon Precision Works,Singapore,Organic Substrates
D0006721,S008,C0158,2025-03-07,2025-04-06,2025-04-06,11687,11687,On-Time,2025-04,0,0.0,0,On-time,Micron Substrates Eu,Singapore,Solder Balls/Spheres
D0005325,S019,C0122,2025-03-07,2025-05-03,2025-05-03,1080,1080,On-Time,2025-05,0,0.0,0,On-time,Applied Materials Korea,Singapore,Die Attach Film/Paste
D0004656,S001,C0103,2025-03-07,2025-04-18,2025-04-18,2238,2238,On-Time,2025-04,0,0.0,0,On-time,Nippon Substrate Co.,Japan,Mold Compound
